ixdat version = 0.2.3
name = 01 Reshma1A 18H28 18H28_RuO2.pkl
technique = EC-MS
tstamp = 1535470034.0204
backend_name = BackendBase(none, address=none)
id = 1
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M32' and 'M72' and 'M44' and 'M2' and 'M34' and 'M20' and 'M40' and 'M4' and 'M36' and 'M18' and 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["I/mA"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M32,	M72,	M44,	M2,	M34,	M20,	M40,	M4,	M36,	M18,	M28
1980,	0.6311105613274682,	0.0015972293932353956,	20.0,	9.242632061855945e-12,	1.9301499060501512e-13,	1.4531914256170616e-12,	2.0567563525109622e-11,	7.662480528057307e-13,	2.444855284840058e-11,	5.684244115588325e-13,	5.903086492394782e-09,	2.7465114503047276e-13,	4.499751178787385e-10,	1.3023779980753305e-11
1982,	0.6283167160626565,	0.0016052453650104105,	20.0,	9.337436022699119e-12,	1.901192414543893e-13,	1.4415145967997002e-12,	2.034149292202037e-11,	7.454254378503589e-13,	2.4352442043113118e-11,	5.866596731359821e-13,	5.909190497261641e-09,	2.960788049601894e-13,	4.5385184727595523e-10,	1.288674673104566e-11
1984,	0.6291905476276909,	0.0015893529351283815,	20.0,	9.336223206879417e-12,	1.8722349230376346e-13,	1.493338928953157e-12,	2.0656990098123176e-11,	7.153449415683145e-13,	2.45081916149356e-11,	6.3747888630428e-13,	5.8989194577942826e-09,	3.0829318138789613e-13,	4.537588471907592e-10,	1.2745268815280537e-11
1986,	0.6312770589316716,	0.0015857760616533139,	20.0,	9.303371192472387e-12,	1.894357190696855e-13,	1.4651489788039077e-12,	2.111630808317361e-11,	6.541586978303989e-13,	2.4674103839217293e-11,	6.442369502142145e-13,	5.887109842688845e-09,	2.98143096807993e-13,	4.4966306874524596e-10,	1.275882986935508e-11
1988,	0.6273269007068403,	0.0015440491401735414,	20.0,	9.0124502179815e-12,	2.0393494819528423e-13,	1.3313995764295362e-12,	2.111325670953984e-11,	7.555636185541135e-13,	2.4589727998070783e-11,	5.982957812460123e-13,	5.888724534016267e-09,	2.8613385904809015e-13,	4.4984393847723617e-10,	1.2994291981054512e-11
1990,	0.6300340601280309,	0.0015711199073651845,	20.0,	9.338429931082877e-12,	1.9003004640105032e-13,	1.4214930956198222e-12,	2.059397796691171e-11,	6.769347940269744e-13,	2.3683655787555067e-11,	5.966504825971814e-13,	5.895622409548568e-09,	3.034441432903321e-13,	4.4935140267200083e-10,	1.2704863604000504e-11
1992,	0.629681671886155,	0.0015710615631591783,	20.0,	9.223073956333722e-12,	1.9107683358551684e-13,	1.3932804994865791e-12,	2.0679374760679518e-11,	6.771971916815417e-13,	2.4548082299668288e-11,	5.977751359325196e-13,	5.905459951555957e-09,	2.935051314690158e-13,	4.5368713141394314e-10,	1.2745528063313989e-11
1994,	0.6281368474603451,	0.0015727678451947385,	20.0,	9.145946751548959e-12,	1.9212362076998335e-13,	1.4143462291570323e-12,	2.0264081538734025e-11,	7.402173089464678e-13,	2.403027185703576e-11,	6.268718850796439e-13,	5.901090120207676e-09,	2.994312207865662e-13,	4.517646688174231e-10,	1.2744164966691664e-11
1996,	0.6308988237900871,	0.0015784092028603399,	20.0,	9.280854487715835e-12,	1.9317040795444986e-13,	1.5074044879231376e-12,	2.0662005169933394e-11,	8.084871666487841e-13,	2.461267265762167e-11,	6.288010226903214e-13,	5.903103090745298e-09,	3.234999031961498e-13,	4.522303314024246e-10,	1.2621142549271436e-11
1998,	0.6278333691684429,	0.0015768672266212131,	20.0,	9.24288367534232e-12,	1.9421719513891637e-13,	1.4048017893593845e-12,	2.087769579842744e-11,	7.29366917587783e-13,	2.4459750513616295e-11,	6.738658788738599e-13,	5.9087559497369435e-09,	3.389857685680613e-13,	4.550514763480084e-10,	1.259392670169264e-11
2000,	0.6315474419083041,	0.0015703414876039631,	20.0,	8.989176225379574e-12,	1.9526398232338286e-13,	1.4299232758211376e-12,	2.0538563598760876e-11,	7.605374496880969e-13,	2.427539822561935e-11,	6.186028436136253e-13,	5.8973390599434665e-09,	2.8087302183134524e-13,	4.5258364595820013e-10,	1.2580826431608766e-11
2002,	0.6280226693117803,	0.0015758132210780733,	20.0,	9.18094307488481e-12,	1.9432315731703088e-13,	1.4985981347363213e-12,	2.0531588497541172e-11,	7.539804941523532e-13,	2.428848314534091e-11,	6.036749566833196e-13,	5.90304449753386e-09,	3.064850377691193e-13,	4.528102846783656e-10,	1.2893775998984544e-11
2004,	0.6293638017235016,	0.001572814863157251,	20.0,	9.330231716454756e-12,	1.919508265997503e-13,	1.5067717101787254e-12,	2.0650624014611592e-11,	7.817719668607189e-13,	2.415009536833322e-11,	6.265784925845953e-13,	5.883525037273133e-09,	3.0950331195162513e-13,	4.4867235243316256e-10,	1.2654867226241384e-11
2006,	0.6282653620703287,	0.0015615231646944761,	20.0,	9.015643675172066e-12,	1.8894207514486663e-13,	1.4470465465176579e-12,	2.0788685987199452e-11,	7.420198442253733e-13,	2.4447522474916997e-11,	5.883336070178886e-13,	5.888687683601216e-09,	3.091462961747919e-13,	4.480323280316248e-10,	1.2517268581803688e-11
2008,	0.6308611099297857,	0.0015642121850126753,	20.0,	9.123074913430443e-12,	1.9462324446158292e-13,	1.4577279934509374e-12,	2.0162173376123108e-11,	7.369757234602919e-13,	2.477971277769219e-11,	5.84074717294006e-13,	5.9036922241346675e-09,	3.331984242548422e-13,	4.5109086580114424e-10,	1.2187714918441977e-11
2010,	0.6274558398706578,	0.0015734868190046163,	20.0,	9.220271135761157e-12,	1.9589091179882658e-13,	1.431772372045743e-12,	2.062904619827385e-11,	8.089188842967891e-13,	2.4067901207425976e-11,	6.431990936742306e-13,	5.8979565152130594e-09,	3.2508967069322406e-13,	4.510027855794233e-10,	1.2642521035897195e-11
2012,	0.6303019896973281,	0.0015631159826904064,	20.0,	9.559653179981196e-12,	1.921411281881274e-13,	1.610865733617488e-12,	2.087651737734057e-11,	7.176905762638738e-13,	2.4103967899495467e-11,	6.060835910866052e-13,	5.8918157738860494e-09,	2.8881178777590127e-13,	4.495203506754528e-10,	1.273198597507053e-11
2014,	0.6286594140340842,	0.0015659780398455865,	20.0,	9.293992839508906e-12,	1.9137666830399325e-13,	1.4245795893906594e-12,	2.0527745680930837e-11,	7.974600763452723e-13,	2.4543796968596038e-11,	6.139617117222818e-13,	5.905932226008917e-09,	2.951212751273633e-13,	4.522139134144832e-10,	1.279556488249542e-11
2016,	0.6280542608497246,	0.0015704316193550626,	20.0,	9.217993493424434e-12,	1.9061220841985908e-13,	1.4919801834156743e-12,	2.028334812007147e-11,	7.737976421690054e-13,	2.460117673161482e-11,	5.653278729455759e-13,	5.9141055013886706e-09,	3.2821949139383454e-13,	4.5345136592128156e-10,	1.3050750242101906e-11
2018,	0.6289104180524522,	0.001563699186324815,	20.0,	9.092096845308165e-12,	1.9145556279585148e-13,	1.4346665135970778e-12,	2.0773684965136548e-11,	7.346359565862564e-13,	2.4210684178644213e-11,	5.766646606254512e-13,	5.884415166620735e-09,	3.111382598303722e-13,	4.477644988130359e-10,	1.336061610483625e-11
2020,	0.629210899142932,	0.0015506879039067232,	20.0,	9.38007020143054e-12,	1.9608805467219033e-13,	1.4932032024168184e-12,	2.092053137475308e-11,	7.461508587512133e-13,	2.385689354390685e-11,	6.151583145447527e-13,	5.8821671198458385e-09,	2.6938788009035697e-13,	4.4876644112291806e-10,	1.307230006242438e-11
2022,	0.6280850714627674,	0.001560820381511336,	20.0,	9.128762506232017e-12,	1.9565551097149246e-13,	1.3901363003750788e-12,	2.010961040064176e-11,	7.599004358980517e-13,	2.408511016023959e-11,	5.555004057505852e-13,	5.905245173900844e-09,	3.046561549357383e-13,	4.5318307759906453e-10,	1.3317044369457835e-11
2024,	0.6304170321517724,	0.0015559574065077267,	20.0,	9.521352486023089e-12,	1.9668734231630778e-13,	1.4360216202904602e-12,	2.0225763602749e-11,	7.404592430895029e-13,	2.3960579538097608e-11,	6.011991491964921e-13,	5.880616683477945e-09,	2.897989178337433e-13,	4.466909598192059e-10,	1.3015716703314899e-11
2026,	0.6297774684983907,	0.0015457725604257479,	20.0,	9.180493728752766e-12,	2.0137719401227418e-13,	1.5424861873091554e-12,	2.0679962371878684e-11,	6.813542320806674e-13,	2.4019871135357417e-11,	5.595834552643042e-13,	5.8897582969064264e-09,	3.0183971613413087e-13,	4.4901010539741643e-10,	1.2860272028515409e-11
2028,	0.6304449898349188,	0.0015520157247575117,	20.0,	9.264399671927626e-12,	1.8850103629128508e-13,	1.4390978435862144e-12,	2.043816817917866e-11,	7.954590149027155e-13,	2.440894051142653e-11,	5.848341152361598e-13,	5.886828396760626e-09,	3.029594663749027e-13,	4.4995229516122605e-10,	1.3025531963902877e-11
2030,	0.6279228724068379,	0.001563001686420146,	20.0,	9.190123494582173e-12,	1.887243373971807e-13,	1.4804545675272556e-12,	2.065209487868026e-11,	7.341301118557069e-13,	2.4123983515782876e-11,	6.606524939459179e-13,	5.903109772755849e-09,	3.295598266526514e-13,	4.5460769505557414e-10,	1.2898657521138889e-11
2032,	0.6298024110294661,	0.0015476922484313946,	20.0,	9.271277188962076e-12,	1.8894763850307634e-13,	1.5072141876479585e-12,	2.03617007937197e-11,	7.556964570243056e-13,	2.3989045579451962e-11,	5.847609651480909e-13,	5.8982946199544085e-09,	3.298131768151024e-13,	4.5306287681494797e-10,	1.2936901888522232e-11
2034,	0.6274031913262252,	0.001543858906436979,	20.0,	9.374420699755959e-12,	1.8917093960897197e-13,	1.4581457941908741e-12,	2.0008782978514645e-11,	8.020113367908076e-13,	2.433544724389864e-11,	6.268387391247964e-13,	5.89933903073885e-09,	2.9954569389526437e-13,	4.5147819243020606e-10,	1.3068331528951943e-11
2036,	0.6301482380855447,	0.0015529880727473612,	20.0,	9.418888258059802e-12,	1.8939424071486758e-13,	1.505196192627419e-12,	2.0028725136048022e-11,	7.86779706516975e-13,	2.4508053287931682e-11,	5.960835966735487e-13,	5.902228158582438e-09,	3.0765519086651157e-13,	4.514358375282002e-10,	1.2790021488159155e-11
2038,	0.6283879972894166,	0.001549022149248181,	20.0,	8.996636451066136e-12,	1.8989798112586957e-13,	1.481705485730131e-12,	2.112458308832926e-11,	7.232008729311761e-13,	2.4240746520570343e-11,	6.33742830839316e-13,	5.884605916821018e-09,	2.853963115604882e-13,	4.473396668787955e-10,	1.3231259453972688e-11
2040,	0.6313618428424767,	0.0015363676004509933,	20.0,	9.549419956547167e-12,	1.9093942852541768e-13,	1.3611358851230762e-12,	2.0440768577712724e-11,	6.932108911339105e-13,	2.4421015321652667e-11,	6.362170920454909e-13,	5.910673930547516e-09,	3.036411875782669e-13,	4.5050990580525554e-10,	1.308958755794314e-11
2042,	0.627910358324635,	0.0015427995836597417,	20.0,	9.086131450276167e-12,	1.919808759249658e-13,	1.4329562184300271e-12,	2.0318344023951675e-11,	7.079148733710812e-13,	2.4956643894372172e-11,	6.214629799738857e-13,	5.899166843408798e-09,	3.101712748593173e-13,	4.5248413093819504e-10,	1.2868672592095762e-11
2044,	0.6301995960038385,	0.0015501881038223844,	20.0,	9.041356330451557e-12,	1.930223233245139e-13,	1.4259363254689486e-12,	2.0486541955928046e-11,	7.505215306546022e-13,	2.454328889053176e-11,	6.049217031699182e-13,	5.891544596578701e-09,	3.336033263042722e-13,	4.506376579950223e-10,	1.276678345468673e-11
2046,	0.6281598297331378,	0.0015405613500988145,	20.0,	9.056504965505564e-12,	1.952139657405248e-13,	1.4849512301243824e-12,	2.0357861334490314e-11,	7.923476309700581e-13,	2.4695904221538782e-11,	5.928508262009843e-13,	5.9081812454146125e-09,	2.8992370635494103e-13,	4.507638062779127e-10,	1.320561849604707e-11
2048,	0.6300640542002957,	0.0015406893336586548,	20.0,	1.071076410036251e-11,	1.9762790144180386e-13,	1.4719820195493046e-12,	2.0689966705173752e-11,	7.45899528743426e-13,	2.4710932710867024e-11,	6.534426314113176e-13,	5.8837508152800665e-09,	2.998826108157398e-13,	4.5116835594543256e-10,	2.3041292767888608e-11
2050,	0.628741883321023,	0.0015486208418784122,	20.0,	9.728873315378894e-12,	1.9682782806504096e-13,	1.399352772759302e-12,	2.0578960586812508e-11,	8.531063947799826e-13,	2.4525266129288545e-11,	6.53781608814262e-13,	5.8963844073760196e-09,	3.083422934453744e-13,	4.491986213327715e-10,	1.5272858119328446e-11
2052,	0.6191771161647951,	-0.004457950377978476,	20.0,	9.17327111463238e-12,	1.9488759970152956e-13,	1.4582526325074277e-12,	2.0576669325184103e-11,	7.752645891385921e-13,	2.4826646684123463e-11,	6.351887244394797e-13,	5.909826640887209e-09,	2.7843014925315985e-13,	4.529507376514978e-10,	1.3597787816328314e-11
2054,	0.6097975965746768,	-0.005375266855575893,	20.0,	9.1293164016179e-12,	1.929473713380182e-13,	1.3892268360403866e-12,	2.0879510004108388e-11,	7.641775496988002e-13,	2.4542239029219735e-11,	6.19712772731194e-13,	5.899572227677561e-09,	2.858141048051197e-13,	4.5301790616062025e-10,	1.2820080397595011e-11
2056,	0.5981853573370032,	-0.005801076505576828,	20.0,	8.69138068640882e-12,	1.910071429745068e-13,	1.5387464210118648e-12,	2.0265450914727746e-11,	8.000921490516216e-13,	2.4480137110044248e-11,	5.961044090428864e-13,	5.899487608122851e-09,	3.143940438397625e-13,	4.5153876078583614e-10,	1.2721445209141284e-11
2058,	0.589779518977327,	-0.006023975571293797,	20.0,	8.583120014642144e-12,	1.9187316229496276e-13,	1.3147557517475795e-12,	2.037605088495017e-11,	7.578456947235467e-13,	2.4466621571703268e-11,	6.158732010550481e-13,	5.889469379043344e-09,	3.080719337471382e-13,	4.486535764688645e-10,	1.3512952619371244e-11
2060,	0.579066074271733,	-0.006286099752819723,	20.0,	8.236424612368166e-12,	1.942954975055525e-13,	1.447806146707844e-12,	2.1210848906221887e-11,	7.752259564711512e-13,	2.4145658864184766e-11,	6.374208435117393e-13,	5.9039871605650266e-09,	3.0659838395851946e-13,	4.496191413305822e-10,	1.2212418144852255e-11
2062,	0.5705553367478553,	-0.006385663525167716,	20.0,	7.943302565652142e-12,	1.9425495128347655e-13,	1.4534130411836537e-12,	2.046460890067561e-11,	7.450312380138165e-13,	2.411321943330744e-11,	6.153778836742103e-13,	5.905749842303924e-09,	2.918924552640297e-13,	4.496164351854584e-10,	1.2436183060609454e-11
2064,	0.5584284706705748,	-0.006476239316911354,	20.0,	7.87692110232633e-12,	1.9687975612165786e-13,	1.4987651180951362e-12,	2.0691006314991066e-11,	7.096223078139208e-13,	2.4433144637755602e-11,	6.197384129041151e-13,	5.911068906186184e-09,	3.036600984555813e-13,	4.520873819970377e-10,	1.2487790390970496e-11
2066,	0.5504332855346357,	-0.006584363250433019,	20.0,	7.764198145906444e-12,	1.9809842877249222e-13,	1.4621405337681223e-12,	2.1358833490779153e-11,	7.903564894790095e-13,	2.392151457513602e-11,	5.983244021556235e-13,	5.891467974089884e-09,	3.085687687532568e-13,	4.4770771976922977e-10,	1.2594898378329508e-11
2068,	0.5388775582175236,	-0.0067107150341027735,	20.0,	8.049641636640303e-12,	1.9616112069907944e-13,	1.37849194298635e-12,	2.0938666769619666e-11,	7.032131567311603e-13,	2.4118341454602327e-11,	5.696653363581519e-13,	5.9023268714197035e-09,	2.731767869479619e-13,	4.490725570990717e-10,	1.2588603086872639e-11
2070,	0.5311388033848515,	-0.006829571411288334,	20.0,	7.869237839598957e-12,	1.94319951271359e-13,	1.4302999024950205e-12,	2.1127270053772242e-11,	7.39986503352432e-13,	2.4533962263432812e-11,	6.009010645100898e-13,	5.900044785852147e-09,	2.8180034059483413e-13,	4.5026680056484985e-10,	1.262063108739604e-11
2072,	0.5170835511136542,	-0.006949222534650587,	20.0,	7.893083188394759e-12,	1.9194881107940363e-13,	1.2689925103424765e-12,	2.1418697772663884e-11,	7.256640614473472e-13,	2.421594729184815e-11,	5.846344817479144e-13,	5.895689261673239e-09,	2.73065918291407e-13,	4.4878868485883986e-10,	1.2391473497563405e-11
2074,	0.5094945882815867,	-0.007086929460588717,	20.0,	7.919281476540818e-12,	1.9124859755423074e-13,	1.4400282134700012e-12,	2.1293833273569002e-11,	7.960326831698038e-13,	2.4163059079939864e-11,	5.988424920802634e-13,	5.907577451472523e-09,	2.927117203276239e-13,	4.5007073039473754e-10,	1.2480650522738987e-11
2076,	0.4989796545758507,	-0.007198320070942799,	20.0,	8.061073250825105e-12,	1.9141011543920418e-13,	1.4152785990032803e-12,	2.1027890132540695e-11,	7.874059377212119e-13,	2.447212880492194e-11,	5.545919749537568e-13,	5.893356017365404e-09,	3.139592051690376e-13,	4.499865811506847e-10,	1.25791753520597e-11
2078,	0.48985679071373084,	-0.007330051784189395,	20.0,	7.757492666285943e-12,	1.8996648079012323e-13,	1.3737509829426531e-12,	2.0861550131535882e-11,	7.672032752523088e-13,	2.409405069615216e-11,	6.078818334928984e-13,	5.896793535817837e-09,	2.6000813878489443e-13,	4.508195275664846e-10,	1.2166212507142064e-11
2080,	0.49318593822094153,	0.0033210890090938023,	20.0,	7.786884970048056e-12,	1.8777490867731867e-13,	1.3043637656268252e-12,	2.0988357289720748e-11,	7.724516568350221e-13,	2.479673519445147e-11,	5.862968435295308e-13,	5.913300972353661e-09,	2.70452103429263e-13,	4.4945394929337574e-10,	1.2488333164332442e-11
2082,	0.5010967010169908,	0.006852486130788594,	20.0,	7.857586730888642e-12,	1.8558333656451407e-13,	1.2990130885242876e-12,	2.1184329148509376e-11,	7.055831286177068e-13,	2.4216652888620743e-11,	6.182537865573492e-13,	5.8965881905864944e-09,	2.9729978334094637e-13,	4.514642965744993e-10,	1.2117738732011107e-11
2084,	0.5133663640195167,	0.007729438656272725,	20.0,	7.733963103494755e-12,	1.9434173080474694e-13,	1.2816134844593239e-12,	2.0891964605896365e-11,	6.68740037768621e-13,	2.4330075277076993e-11,	5.732452552614828e-13,	5.881696636981012e-09,	2.637728989321589e-13,	4.4621518394539114e-10,	1.2513446733908557e-11
2086,	0.5225329335341246,	0.007986600137158809,	20.0,	8.044179772343759e-12,	1.9311173301503393e-13,	1.2742041997872861e-12,	2.1468574605772915e-11,	7.340244943834506e-13,	2.3856778809159252e-11,	5.880855646955249e-13,	5.901588699078009e-09,	2.911100603846433e-13,	4.495111281808821e-10,	1.2601936955450906e-11
2088,	0.5345535577506699,	0.008135588024294335,	20.0,	7.786984455772797e-12,	1.8834924240837239e-13,	1.3646483449022758e-12,	2.1400923689370605e-11,	7.608946407312168e-13,	2.4365465314836058e-11,	5.867853654720083e-13,	5.8853586560616635e-09,	2.788688100414166e-13,	4.497367511043905e-10,	1.2519462957368482e-11
2090,	0.5417003464880474,	0.00825852504548084,	20.0,	7.786906717210019e-12,	1.899921273909872e-13,	1.2865415015937997e-12,	2.0914683821846526e-11,	7.973661133680326e-13,	2.3889152853574772e-11,	5.68750768879933e-13,	5.90666435675697e-09,	3.199193376251921e-13,	4.5196356058000586e-10,	1.2199698895093014e-11
2092,	0.55352874088433,	0.008294817861308567,	21.0,	8.280810468886191e-12,	1.9186185279218674e-13,	1.3953207527112652e-12,	2.0738558299068965e-11,	7.528458808743069e-13,	2.4392071632630834e-11,	6.345837809629601e-13,	5.909045086818206e-09,	3.0982367287256986e-13,	4.504957146478218e-10,	1.245082244650882e-11
2094,	0.5627093102395987,	0.008252544534476528,	21.0,	7.830477314072234e-12,	1.937315781933863e-13,	1.308334682844246e-12,	2.085424667031812e-11,	7.771796095615109e-13,	2.4318746000312186e-11,	5.824236967968617e-13,	5.906863057527993e-09,	2.801646882530423e-13,	4.529871462325418e-10,	1.2520762040593954e-11
2096,	0.5740529364756974,	0.008233934334003941,	21.0,	7.780189400998461e-12,	1.9560130359458581e-13,	1.325874329442581e-12,	2.1559958138951334e-11,	6.997212131429776e-13,	2.470011340928843e-11,	5.887997727832065e-13,	5.9026943007980185e-09,	2.948053289778622e-13,	4.5079836116462834e-10,	1.267665599909726e-11
2098,	0.5825506174956152,	0.00826736512695733,	21.0,	7.795198020975662e-12,	1.9849216165718846e-13,	1.290986390715844e-12,	2.1339390067964856e-11,	7.90190420755821e-13,	2.4200942776724736e-11,	6.456411323284879e-13,	5.8861338618736725e-09,	2.8293560301232753e-13,	4.4613879064413357e-10,	1.2330761148817417e-11
2100,	0.592892915648413,	0.008297173974320888,	21.0,	7.822175396384905e-12,	1.916216865059972e-13,	1.2890608386435346e-12,	2.06232518636771e-11,	7.016944037479547e-13,	2.442881420046943e-11,	6.454542841425649e-13,	5.915828939959712e-09,	2.9930997536626643e-13,	4.535081665765543e-10,	1.2531293826455717e-11
2102,	0.6045950988328567,	0.008345059205801716,	21.0,	7.927022829151164e-12,	1.9390375917239978e-13,	1.3111835203507682e-12,	2.0868690025596582e-11,	7.837834773135401e-13,	2.4151253155023778e-11,	6.101916965844778e-13,	5.887143283131807e-09,	2.8807764051761977e-13,	4.478337805839754e-10,	1.2495783972274977e-11
2104,	0.6122091539709584,	0.008420762448952436,	21.0,	7.684158420764906e-12,	1.980206686722437e-13,	1.4047049624407904e-12,	2.092740175423632e-11,	7.014283425739762e-13,	2.4693496025851458e-11,	5.845723581993015e-13,	5.914989310203547e-09,	2.8486817487097107e-13,	4.498134430870616e-10,	1.248587450958524e-11
