ixdat version = 0.2.3
name = 01 Reshma1A 18H28 18H28_RuO2.pkl
technique = EC-MS
tstamp = 1535470034.0204
backend_name = BackendBase(none, address=none)
id = 1
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M32' and 'M72' and 'M44' and 'M2' and 'M34' and 'M20' and 'M40' and 'M4' and 'M36' and 'M18' and 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["I/mA"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M32,	M72,	M44,	M2,	M34,	M20,	M40,	M4,	M36,	M18,	M28
3778,	0.664430958622239,	0.0014688947700401461,	29.0,	8.45494014527132e-11,	1.934700615044979e-13,	1.9459293924542755e-12,	2.0505971362222225e-11,	9.941203600198668e-13,	2.2128778977091545e-11,	6.952149359211101e-13,	5.793162382699695e-09,	2.941321685048049e-13,	4.366667907210116e-10,	1.2469893792847982e-11
3780,	0.6527012310938284,	-0.0022163922536174163,	29.0,	6.841101734729725e-11,	1.9167296084470456e-13,	1.893611434246949e-12,	2.114841799860711e-11,	9.582118249361613e-13,	2.1725448304200577e-11,	5.89732050510804e-13,	5.810824117182049e-09,	2.8435901636727656e-13,	4.363679855086598e-10,	1.2042602105638211e-11
3782,	0.644471928413897,	-0.004417559610903371,	29.0,	4.954074234428308e-11,	1.9532066481249483e-13,	1.7819489724867166e-12,	2.0945719385648058e-11,	9.026376222891378e-13,	2.1900493347948604e-11,	6.69642959804085e-13,	5.828260392492881e-09,	2.8304822769010477e-13,	4.349093598028011e-10,	1.2117559957447039e-11
3784,	0.6326033612983811,	-0.0055639064263849685,	29.0,	3.39159807115739e-11,	1.9114510782679732e-13,	1.834089720525565e-12,	2.0310773740264703e-11,	8.223581190224567e-13,	2.1831756415923963e-11,	6.231296899160569e-13,	5.87045650708219e-09,	2.920344289308642e-13,	4.393009681475951e-10,	1.2024742015441512e-11
3786,	0.6231574227758234,	-0.006173986929632935,	29.0,	2.2993612828694402e-11,	1.895340255794061e-13,	1.9348247705696808e-12,	2.0960851655026117e-11,	7.801313728977905e-13,	2.208469442644233e-11,	6.827196754102315e-13,	5.878183206955477e-09,	2.912915014693181e-13,	4.3514849094588934e-10,	1.2151939073462228e-11
3788,	0.6147274573130779,	-0.006506209802749112,	29.0,	1.725075440676361e-11,	1.9047799047542285e-13,	1.823738177474961e-12,	2.1102479082159e-11,	7.931087618326064e-13,	2.2351940622638762e-11,	6.410298259590593e-13,	5.893643545633315e-09,	2.815615004582557e-13,	4.3919975480409027e-10,	1.2134338530493525e-11
3790,	0.603342250926151,	-0.006875413300274597,	29.0,	1.4139050181758945e-11,	1.9142195537143958e-13,	1.8879870687079576e-12,	2.0686304471253475e-11,	6.138206641542933e-13,	2.2460228656900806e-11,	6.382359994492383e-13,	5.89909087703766e-09,	2.809733045875724e-13,	4.3947519895994067e-10,	1.187708645545915e-11
3792,	0.5934527145438233,	-0.007220658507922385,	29.0,	1.1742885363244449e-11,	1.9191109790405606e-13,	1.8367814481953126e-12,	2.0721196984818528e-11,	7.320376006289074e-13,	2.2487183445387104e-11,	6.696665909388503e-13,	5.893777588487273e-09,	3.1108833252690144e-13,	4.3551871624524155e-10,	1.1923540645526969e-11
3794,	0.5841414290986917,	-0.0073142611930682505,	29.0,	1.1296778151207493e-11,	1.8840391850613848e-13,	1.8151079150337737e-12,	2.1075953016701332e-11,	7.987530793346123e-13,	2.1965566201369904e-11,	7.062315841727605e-13,	5.882870218115363e-09,	3.185535392303883e-13,	4.3474169103610154e-10,	1.1672493548680335e-11
3796,	0.5731971488811839,	-0.00741426092607387,	29.0,	1.0505694752686371e-11,	1.916208342520039e-13,	1.7550158219385043e-12,	2.0978512231399264e-11,	7.291275884849852e-13,	2.1884719827821923e-11,	6.494021746360851e-13,	5.880911111994514e-09,	3.012137928585077e-13,	4.3230786063769913e-10,	1.2261157051982158e-11
3798,	0.5626537997487306,	-0.007487864991286662,	29.0,	1.015138977124448e-11,	1.915476761622228e-13,	1.760586809883607e-12,	2.019538248897726e-11,	7.186057484013665e-13,	2.1818520605414913e-11,	6.67518671724899e-13,	5.905861763894936e-09,	3.072488903014041e-13,	4.3681649370074684e-10,	1.2013702356118967e-11
3800,	0.5515486158509882,	-0.0075923547602588124,	29.0,	1.0019433889918611e-11,	1.9136483206920917e-13,	1.7260309188908166e-12,	2.0523538805449487e-11,	8.343354659208029e-13,	2.2116920447374524e-11,	6.523187332161478e-13,	5.903109897217706e-09,	3.3429163394066234e-13,	4.3831937288496757e-10,	1.2114647702582183e-11
3802,	0.5446502447995436,	-0.007681590643833516,	29.0,	9.383711746924474e-12,	1.9118198797619553e-13,	1.6419095343039209e-12,	2.0024245027625778e-11,	7.611009837600898e-13,	2.2052758902194662e-11,	6.737375781289277e-13,	5.909192361417561e-09,	3.023391914068137e-13,	4.377574640485811e-10,	1.1960132311390014e-11
3804,	0.5320765224353736,	-0.007762217755297855,	29.0,	9.402681368023658e-12,	1.9103331385308923e-13,	1.6259179383516834e-12,	2.1207129198565605e-11,	7.497051302820066e-13,	2.177846167303629e-11,	6.241017409600559e-13,	5.88260834121661e-09,	2.947750084082032e-13,	4.327575604479686e-10,	1.1795841693233549e-11
3806,	0.5248294976004342,	-0.007825755727732937,	29.0,	9.560920998814722e-12,	1.915001399343356e-13,	1.641675865703686e-12,	2.1048387017849052e-11,	7.046269628991205e-13,	2.1980776032700976e-11,	6.506661617253129e-13,	5.90016547401199e-09,	3.088521684637282e-13,	4.3419156175574146e-10,	1.1893831981556371e-11
3808,	0.5121327769001526,	-0.007917227550046197,	29.0,	9.427311894941832e-12,	1.9311135032760348e-13,	1.7036793656772701e-12,	2.077890618180551e-11,	7.394993653423507e-13,	2.2094163476013692e-11,	5.914216060064214e-13,	5.9013336137838745e-09,	3.142424324970957e-13,	4.405882932683632e-10,	1.177853863947017e-11
3810,	0.5051153105833691,	-0.008030930004865369,	29.0,	8.984693204684257e-12,	1.8802099242143632e-13,	1.6745972563002021e-12,	2.096656078906729e-11,	7.801220558850853e-13,	2.2016994315147236e-11,	6.681071707821214e-13,	5.902614259634302e-09,	2.7463038731800525e-13,	4.3758310827475255e-10,	1.2133804833215388e-11
3812,	0.4920130755235559,	-0.008156951446460456,	29.0,	9.241326013265334e-12,	1.9658395050195675e-13,	1.6461580000286076e-12,	2.0672169425857792e-11,	7.155282704066376e-13,	2.2464662203550562e-11,	6.652065813140731e-13,	5.901283781908843e-09,	2.909904396225183e-13,	4.3582846480393774e-10,	1.2031077241420534e-11
3814,	0.48907300475645793,	-0.0017798459692477083,	29.0,	8.812844713178505e-12,	1.9415986532754761e-13,	1.6203071024238108e-12,	2.0703948527735975e-11,	7.60830036394401e-13,	2.1613150535990085e-11,	6.519887441625206e-13,	5.904124884248064e-09,	2.790178884843028e-13,	4.390836372264408e-10,	1.1818698290529002e-11
3816,	0.4988572648887856,	0.006298285168562758,	29.0,	8.82633033354186e-12,	1.9173578015313848e-13,	1.6549523995670062e-12,	2.058022010951022e-11,	7.368093986882786e-13,	2.2414027509768843e-11,	6.76370507219014e-13,	5.90247699951038e-09,	3.0048115632121363e-13,	4.381236699250952e-10,	1.2039781851124104e-11
3818,	0.5104193930355304,	0.007761310846026063,	29.0,	9.174143900150127e-12,	1.8922219096448626e-13,	1.5642927692725834e-12,	2.0842641413309225e-11,	7.142495126452989e-13,	2.1856038076341445e-11,	6.458782744319273e-13,	5.888847310784448e-09,	2.919577738408156e-13,	4.366215835153958e-10,	1.2164044785519467e-11
3820,	0.5172028336677466,	0.008213168848416259,	29.0,	8.66181594982342e-12,	1.8649308143696741e-13,	1.5221835698014717e-12,	2.0564709503384603e-11,	6.841405114311562e-13,	2.2199202527108182e-11,	6.409484235673508e-13,	5.909497680575611e-09,	2.8781728698433627e-13,	4.3951081513683235e-10,	1.1818277770593413e-11
3822,	0.530238847092951,	0.008479275995514669,	29.0,	8.974962645991117e-12,	1.8376397190944857e-13,	1.640607914239864e-12,	2.0518091720138698e-11,	7.32514227839659e-13,	2.193751385955339e-11,	6.548077771273079e-13,	5.8978948681522234e-09,	3.02837926023895e-13,	4.3807203224748464e-10,	1.1933616274309109e-11
3824,	0.5386284444432152,	0.008646659934090535,	29.0,	8.729260097391001e-12,	1.9163047901828482e-13,	1.5455827512680422e-12,	2.095162625215739e-11,	7.020795306578447e-13,	2.1919894392724388e-11,	6.195177358871741e-13,	5.8989008901046065e-09,	2.965996377029386e-13,	4.3429830518944916e-10,	1.1905157509568538e-11
3826,	0.5488553331967633,	0.008697200433234013,	30.0,	8.818071606659762e-12,	1.9744337990813205e-13,	1.5201716288456684e-12,	2.1203170330121782e-11,	7.398097421476229e-13,	2.2090844859143958e-11,	6.481039484108777e-13,	5.897732072119685e-09,	2.997458834025617e-13,	4.3663364981329184e-10,	1.2083225016120967e-11
3828,	0.5594535867896807,	0.008688290606106411,	30.0,	8.81925937159263e-12,	1.9734815904939877e-13,	1.5645626700200004e-12,	2.1130831838496195e-11,	7.799462932683663e-13,	2.223942879776239e-11,	6.893008209924317e-13,	5.8858949761582445e-09,	3.246750144813214e-13,	4.3392020365129475e-10,	1.1855095791279485e-11
3830,	0.5689532346925936,	0.00872140042240292,	30.0,	8.702488107450441e-12,	1.9348310727865478e-13,	1.5265022371947555e-12,	2.0996602611976395e-11,	7.058629457971168e-13,	2.2302160094644293e-11,	6.254947979609821e-13,	5.905021896253226e-09,	3.125945697533609e-13,	4.3547734178811764e-10,	1.2050242596065972e-11
3832,	0.579466447197853,	0.008781110991052945,	30.0,	8.983938941119426e-12,	1.8698508922508722e-13,	1.6022923738269242e-12,	2.0848514621160288e-11,	7.82848757061635e-13,	2.1934087713837895e-11,	6.391883610107836e-13,	5.897985592753268e-09,	3.1205929486289723e-13,	4.384035748442937e-10,	1.2135920032620215e-11
3834,	0.5884554598574969,	0.00885173674734218,	30.0,	8.759907046621926e-12,	1.9114904580382385e-13,	1.5030641469590553e-12,	2.1278243490405465e-11,	7.485844187470578e-13,	2.185671266709003e-11,	6.957067160780714e-13,	5.884527056187258e-09,	3.013903187525231e-13,	4.349907963796649e-10,	1.1805384183950073e-11
3836,	0.5997488276206182,	0.008874863748771116,	30.0,	8.52469001673099e-12,	1.9312483361835497e-13,	1.5583617631152734e-12,	2.098954150958785e-11,	7.644217123435025e-13,	2.2213338199532266e-11,	6.577308736092532e-13,	5.8875654425205295e-09,	2.960660265070808e-13,	4.342442879978899e-10,	1.2053216798333204e-11
3838,	0.608909659999428,	0.008946219789193754,	30.0,	8.813633718381477e-12,	1.8682485954709222e-13,	1.5568795504069283e-12,	2.0801043276111117e-11,	6.579901497716487e-13,	2.1997338919794406e-11,	6.69418366825567e-13,	5.901047157563207e-09,	3.2473259978480557e-13,	4.3143249371900833e-10,	1.2202531654502491e-11
3840,	0.6190911279349738,	0.009041675056998372,	30.0,	8.53512992930995e-12,	1.867949512804763e-13,	1.6208428431604624e-12,	2.049269768298281e-11,	6.657341884211495e-13,	2.23752790514053e-11,	6.970421250683235e-13,	5.910009512707718e-09,	2.9146153469264804e-13,	4.381257439940117e-10,	1.235064600778243e-11
3842,	0.6289943519668455,	0.009203239561227424,	30.0,	9.045499579570471e-12,	1.879921755979927e-13,	1.4796599998410428e-12,	2.067806557868178e-11,	7.171878085482161e-13,	2.2362422017960495e-11,	6.607273504377833e-13,	5.891618337052261e-09,	2.979655782193753e-13,	4.337834898603185e-10,	1.193724706453924e-11
3844,	0.6391688236275258,	0.009493768287938515,	30.0,	8.46051544901324e-12,	1.9412333731527858e-13,	1.53915235906199e-12,	2.0752457315647113e-11,	7.009027168061737e-13,	2.225987650426711e-11,	6.935788750768226e-13,	5.9079346548502e-09,	3.1916417520039895e-13,	4.377894837161933e-10,	1.1962903501859323e-11
3846,	0.6496248072500689,	0.010039179660352933,	30.0,	8.87957112769126e-12,	1.9271999682311167e-13,	1.647551211930666e-12,	2.054819956257879e-11,	7.121753222791722e-13,	2.209548310396727e-11,	6.829628516685869e-13,	5.902782392606236e-09,	3.036604231404437e-13,	4.366760482818068e-10,	1.2381514882399843e-11
3848,	0.6581705838732962,	0.011250548941965827,	30.0,	9.216984129945716e-12,	1.9129906736861766e-13,	1.537509245191551e-12,	2.0936990677176835e-11,	7.537471493454348e-13,	2.190466994596739e-11,	6.89206464567895e-13,	5.887196719271987e-09,	2.749800605555937e-13,	4.33876528346556e-10,	1.2394261553916942e-11
3850,	0.6704427928767038,	0.013638195516003716,	30.0,	1.0813674752455519e-11,	1.9034937251361181e-13,	1.4703998124517923e-12,	2.0528811635708293e-11,	7.21491637504204e-13,	2.229127313924206e-11,	6.555095168532766e-13,	5.8872549621583145e-09,	3.1192392738994773e-13,	4.356797021904797e-10,	1.2204984711931591e-11
3852,	0.6780198306235272,	0.017872646318578548,	30.0,	1.3787073590065363e-11,	1.8766991289986988e-13,	1.655242894579624e-12,	2.0825459055000066e-11,	7.256869318740607e-13,	2.277242764997186e-11,	6.182352463714967e-13,	5.90617599137602e-09,	2.964672237249759e-13,	4.3901641906248107e-10,	1.2610069097587132e-11
3854,	0.6778701847225997,	0.014907815114595015,	30.0,	2.0211893337751154e-11,	1.8499045328612794e-13,	1.543521720300672e-12,	2.0796763047244716e-11,	8.170628582594165e-13,	2.1876349166181695e-11,	6.426422585494817e-13,	5.883915653382726e-09,	3.2075811420104145e-13,	4.370355826185365e-10,	1.252441652161599e-11
3856,	0.6805852002920146,	0.01451309210237431,	30.0,	3.273288582989961e-11,	1.9327756211516696e-13,	1.6813660881798325e-12,	2.0842124995060592e-11,	7.732856477886827e-13,	2.178232471401417e-11,	6.513450518759608e-13,	5.843695192707618e-09,	2.92518772798621e-13,	4.344320904677385e-10,	1.229422616980669e-11
3858,	0.6783632283488584,	0.01434309622937811,	30.0,	4.640232595526832e-11,	1.9411656506107943e-13,	1.6083952013187032e-12,	2.0664893322593056e-11,	8.732441063128262e-13,	2.223732130695989e-11,	6.893401076484622e-13,	5.846977444468939e-09,	3.0102089501648534e-13,	4.3834781973181693e-10,	1.2034277307176978e-11
3860,	0.679272881832487,	0.014252076327996436,	30.0,	5.081511391342271e-11,	1.947958728658053e-13,	1.6851970198716032e-12,	2.0938904424291547e-11,	8.81283538007149e-13,	2.206958946076889e-11,	6.386345009418946e-13,	5.828409844081186e-09,	3.040149625213936e-13,	4.3500049389088065e-10,	1.2285417281425696e-11
3862,	0.6796407768512982,	0.014172945751324849,	30.0,	5.363163619812769e-11,	1.9211636459663102e-13,	1.8241406498265586e-12,	2.0500392771755893e-11,	9.162379994265815e-13,	2.180188007907489e-11,	6.268905163959277e-13,	5.8224688063025104e-09,	3.0356005270204666e-13,	4.33386790276486e-10,	1.2553216825119656e-11
3864,	0.6787773031492741,	0.014107650609918528,	30.0,	5.421946195599394e-11,	1.9354826017270652e-13,	1.8331915837828707e-12,	2.0767089493659848e-11,	8.825518121156709e-13,	2.2399581623038844e-11,	7.493937862891016e-13,	5.828325579136611e-09,	2.7188497375459153e-13,	4.3566507350116774e-10,	1.2253533035909854e-11
3866,	0.6804805428251369,	0.014062774763823322,	30.0,	5.441475654975188e-11,	1.903409207382182e-13,	1.5920481988345086e-12,	2.0727478081207717e-11,	9.612385357572882e-13,	2.2370042797229237e-11,	6.552968308042119e-13,	5.832786128915315e-09,	2.918968272356091e-13,	4.3608258825548644e-10,	1.2363687216755285e-11
3868,	0.6776687187914817,	0.014031391193634165,	30.0,	5.40010856286765e-11,	1.8771084758537583e-13,	1.714988307615755e-12,	2.067679212316878e-11,	8.605761807090066e-13,	2.188556094703072e-11,	6.895597997842867e-13,	5.831243064132669e-09,	3.2172038295361233e-13,	4.389055182184739e-10,	1.1944121676683707e-11
3870,	0.680487117236869,	0.013989597147650629,	30.0,	5.4821474097954304e-11,	1.8580527012737693e-13,	1.6907483328761786e-12,	2.0699367252729384e-11,	8.97764384076033e-13,	2.2255441844505333e-11,	6.359871337471855e-13,	5.829579477678613e-09,	2.9245408199029703e-13,	4.385194945830132e-10,	1.2021982266001466e-11
3872,	0.6786457589202967,	0.013955503033618732,	30.0,	5.4323335197587637e-11,	1.8411606830608765e-13,	1.7210897455610537e-12,	2.116231853000109e-11,	9.330767854462897e-13,	2.2183132370795177e-11,	6.572028259204623e-13,	5.82515275115545e-09,	2.9041422585146666e-13,	4.3864620769513924e-10,	1.2354849457249846e-11
3874,	0.6793869090763417,	0.013941448975861612,	30.0,	5.512461785157519e-11,	1.8444247178950331e-13,	1.8010925118379e-12,	2.0823727263809548e-11,	9.221858916942443e-13,	2.1957063310929423e-11,	6.946362321774136e-13,	5.826984393994923e-09,	3.014315507693546e-13,	4.376597636072909e-10,	1.2342027339247848e-11
3876,	0.6790223561228188,	0.013919446881832059,	30.0,	5.525838400926934e-11,	1.8580650449600268e-13,	1.740322877634525e-12,	2.072837457995266e-11,	9.090895604301615e-13,	2.2044069474258054e-11,	6.671852140224896e-13,	5.829073056402346e-09,	3.083249336214135e-13,	4.41579149053496e-10,	1.2462631038528435e-11
3878,	0.6793025190913382,	0.013894940941543544,	30.0,	5.5761987287405655e-11,	1.8717053720250203e-13,	1.8240917685239993e-12,	2.0913642447253434e-11,	9.638010156366616e-13,	2.1873907844154024e-11,	6.85755164125041e-13,	5.829669995938228e-09,	3.1247580462911833e-13,	4.3866591680353094e-10,	1.2298954342211365e-11
3880,	0.6803466203991607,	0.013877600198785705,	30.0,	5.545351962381482e-11,	1.878368680553564e-13,	1.8290918448796297e-12,	2.0884225874848236e-11,	9.429290212740244e-13,	2.2339011555692735e-11,	6.439082366056163e-13,	5.820097665562083e-09,	3.1150126175336767e-13,	4.3537072074224914e-10,	1.2266113133748333e-11
3882,	0.6783809835738502,	0.013871305374352147,	30.0,	5.632063046141748e-11,	1.8498186218543282e-13,	1.8275028760545992e-12,	2.075877907065775e-11,	8.69683540988825e-13,	2.2597110348230175e-11,	6.66051704456828e-13,	5.827737343668853e-09,	3.139796778221081e-13,	4.3665231394320885e-10,	1.2257864905487279e-11
3884,	0.6805628138926784,	0.013843834862336087,	30.0,	5.526625642991732e-11,	1.8676912097879077e-13,	1.6777959639218323e-12,	2.0764081463650322e-11,	1.0029212533752294e-12,	2.2129099448737946e-11,	5.621233795208806e-13,	5.824651770883733e-09,	3.0152513500744995e-13,	4.374372706479874e-10,	1.2172802739537993e-11
3886,	0.6790717121241395,	0.013828894602948857,	30.0,	5.474532350387503e-11,	1.8861352589751207e-13,	1.6685324132885543e-12,	2.1322988694874263e-11,	8.644558910936524e-13,	2.194860563600126e-11,	6.595623074733334e-13,	5.810604713857674e-09,	3.050364489045044e-13,	4.330713665976817e-10,	1.2268939180566711e-11
3888,	0.6790530256558186,	0.01382675701542705,	30.0,	5.556542178813333e-11,	1.9112544182477538e-13,	1.9121369662371073e-12,	2.128190663916657e-11,	9.142897510719295e-13,	2.1806121212018353e-11,	6.731145392700691e-13,	5.813846338583401e-09,	3.0757981522285747e-13,	4.3475043831770113e-10,	1.228842223816888e-11
3890,	0.6794781480427723,	0.013810169894612069,	30.0,	5.517383445015423e-11,	1.9159360930016844e-13,	1.712090810429735e-12,	2.0618152919769066e-11,	9.055285304996574e-13,	2.171908763064911e-11,	6.615164814028623e-13,	5.841075595509966e-09,	2.908972371707401e-13,	4.391120984205207e-10,	1.2265141020494388e-11
3892,	0.6795405335485302,	0.013793554115391411,	30.0,	5.568552770634284e-11,	1.9160761020955596e-13,	1.6910865323018597e-12,	2.092879838324779e-11,	9.33506004011614e-13,	2.1810072368294445e-11,	6.055451737476115e-13,	5.829625413709058e-09,	2.81862380213165e-13,	4.387941626741247e-10,	1.230786389853786e-11
3894,	0.6782444512557727,	0.01379004887393556,	30.0,	5.6025254178192275e-11,	1.916216111189435e-13,	1.6323813793417082e-12,	2.1206139034678986e-11,	9.295551817438607e-13,	2.230938780332582e-11,	6.605488966031387e-13,	5.831386431839773e-09,	3.2068533675853093e-13,	4.3840733037471285e-10,	1.2422791434727226e-11
3896,	0.6801621033235741,	0.013785271724222004,	30.0,	5.5582097002794377e-11,	1.9260558647284073e-13,	1.7379680949846331e-12,	2.0775806770416155e-11,	9.894668415016191e-13,	2.2063745241012697e-11,	6.689705664692524e-13,	5.826281880540201e-09,	3.3288283783597524e-13,	4.3425438208409225e-10,	1.2329883582148696e-11
3898,	0.6794403257809408,	0.013762741077206328,	30.0,	5.5878073413759424e-11,	1.950394832745496e-13,	1.8308613526394583e-12,	2.11514160142071e-11,	9.664859135603532e-13,	2.213608828355795e-11,	6.534308255664122e-13,	5.837275051356863e-09,	2.914430874267394e-13,	4.3858214638914984e-10,	1.2187992057994442e-11
3900,	0.6802686916720311,	0.013754748308541214,	30.0,	5.6241782715746885e-11,	1.948922974715969e-13,	1.7034515094577287e-12,	2.1584408573859393e-11,	8.803013851298537e-13,	2.2420444225476552e-11,	6.655419978723726e-13,	5.808798991680475e-09,	2.7379152723735857e-13,	4.349236282044388e-10,	1.2213976566892838e-11
3902,	0.679324023547195,	0.013756456465432677,	30.0,	5.556723760763825e-11,	1.8977134932589738e-13,	1.7828945709022978e-12,	2.1336921939522904e-11,	8.785280184480047e-13,	2.1676504059906515e-11,	6.372304055396591e-13,	5.814753575951631e-09,	3.02114675344932e-13,	4.3271307059126904e-10,	1.2308728050729045e-11
3904,	0.6792871299285222,	0.01374395977152122,	30.0,	5.5078047336824607e-11,	1.8936110585529095e-13,	1.846503956347485e-12,	2.107557548196981e-11,	9.550548136165771e-13,	2.2014761023830794e-11,	6.686189918666352e-13,	5.82670439961925e-09,	2.842352852735989e-13,	4.37317984465264e-10,	1.2336637082329072e-11
3906,	0.68157417,	0.013728958418571718,	30.0,	5.564676928308689e-11,	1.8967866933720074e-13,	1.7963349665522953e-12,	2.0758647072332022e-11,	8.299739483030697e-13,	2.2277556285981684e-11,	6.660725437719765e-13,	5.834907976564611e-09,	2.852124249364025e-13,	4.395535628229915e-10,	1.2571307224512032e-11
3908,	0.6776264046876237,	0.01373013841045812,	30.0,	5.517998422987768e-11,	1.8999623281911052e-13,	1.7801780029310604e-12,	2.0500580250787567e-11,	9.075543825723802e-13,	2.2017861837078638e-11,	6.851494981913645e-13,	5.830393376641791e-09,	2.9611281164286453e-13,	4.3784703021242773e-10,	1.2337221165328765e-11
3910,	0.68067759,	0.01372685723342892,	30.0,	5.550030064927098e-11,	1.911422171031633e-13,	1.8092407455050704e-12,	2.146203425596178e-11,	9.485915016048142e-13,	2.2560335960341683e-11,	6.790997146220796e-13,	5.81235153316585e-09,	2.973576592309165e-13,	4.360848131012972e-10,	1.2077667834337057e-11
3912,	0.6786437395404727,	0.013707782820123584,	30.0,	5.624914476868123e-11,	1.9228216449270985e-13,	1.7277422510640067e-12,	2.12132287818541e-11,	9.47897441178191e-13,	2.219087200629622e-11,	6.494404564372153e-13,	5.825116247363524e-09,	3.049568470712579e-13,	4.3560704464469556e-10,	1.1987173627377944e-11
3914,	0.6800363395404727,	0.013707945202556672,	30.0,	5.574040523365526e-11,	1.923789402955215e-13,	1.7217097642060356e-12,	2.074093391062459e-11,	9.48574372956407e-13,	2.2317105956617023e-11,	7.118263395796586e-13,	5.833316353963189e-09,	3.060908602620929e-13,	4.3731968236260946e-10,	1.2104180792598104e-11
3916,	0.6787783008547315,	0.013706900897534529,	30.0,	5.631309250983878e-11,	1.9247571609833318e-13,	1.7257503821759736e-12,	2.0739107142393907e-11,	9.712468366498636e-13,	2.2189813187594115e-11,	6.574796568592689e-13,	5.838462669916869e-09,	2.8874363623861926e-13,	4.390225037105458e-10,	1.2175387092733441e-11
3918,	0.6811082693010514,	0.013695047268687971,	30.0,	5.513891246546636e-11,	1.9257249190114484e-13,	1.8140996659483776e-12,	2.0868705199592698e-11,	9.210969621918003e-13,	2.181289091745107e-11,	6.439267266737602e-13,	5.831288582687418e-09,	2.869168003250898e-13,	4.3739100113213665e-10,	1.2053072196827584e-11
3920,	0.6783429621044275,	0.013684951929014305,	30.0,	5.4875576614635146e-11,	1.9266926770395651e-13,	1.8126925924309429e-12,	2.1124932393112795e-11,	8.531170623138024e-13,	2.2075649408246065e-11,	6.762161195756188e-13,	5.831168035469414e-09,	3.07236472728461e-13,	4.384351787149518e-10,	1.2094175656629391e-11
3922,	0.6804840910348305,	0.013685540691487766,	30.0,	5.5434289009977114e-11,	1.9276604350676817e-13,	1.6742764665375146e-12,	2.0807227075431843e-11,	9.157311530524518e-13,	2.216089308410411e-11,	6.817273067196238e-13,	5.830415029014161e-09,	3.006202370782234e-13,	4.3898144755186754e-10,	1.2210564212144692e-11
3924,	0.6782939830226664,	0.013682617566875959,	30.0,	5.614251250481172e-11,	1.9286281930957982e-13,	1.6624348145085048e-12,	2.1018914960811012e-11,	9.20461717437738e-13,	2.2256657207695948e-11,	6.413675070796106e-13,	5.8240205305936865e-09,	2.834866747935826e-13,	4.3816847951209723e-10,	1.2453657408806339e-11
3926,	0.6796014221104594,	0.013665452290895141,	30.0,	5.5977266985512916e-11,	1.897930555134473e-13,	1.8503123781174448e-12,	2.1058542745198197e-11,	9.083963396838838e-13,	2.2389011201379887e-11,	6.231672754959429e-13,	5.824306377881837e-09,	3.221551022241933e-13,	4.3709415429144814e-10,	1.193894624596349e-11
3928,	0.6803071619110459,	0.013658962342261214,	30.0,	5.532080544925046e-11,	1.861696818938098e-13,	1.7313196950571723e-12,	2.107138033332958e-11,	9.071917595228188e-13,	2.1803197842988547e-11,	6.012707981308547e-13,	5.824842130863855e-09,	2.8993554004049115e-13,	4.3279707701453153e-10,	1.2430472891795877e-11
3930,	0.6779582833225807,	0.013664362284600664,	30.0,	5.500598796652086e-11,	1.880745829735732e-13,	1.7246924047283485e-12,	2.081244090286405e-11,	1.0057712194901636e-12,	2.2053431129755322e-11,	7.066573158591593e-13,	5.805765280798553e-09,	2.9232885809422894e-13,	4.356888862012547e-10,	1.1821445935191915e-11
3932,	0.6804444358735764,	0.013653619318221618,	30.0,	5.488969191227095e-11,	1.9052385407959206e-13,	1.7795904841654475e-12,	2.0196638840306476e-11,	8.394685609135291e-13,	2.1973540509711412e-11,	6.851552250125845e-13,	5.8132188595659285e-09,	2.8998563878597713e-13,	4.359626978164556e-10,	1.2034470111726201e-11
3934,	0.6803472174652565,	0.013645979300380367,	30.0,	5.568313730255947e-11,	1.897838388284772e-13,	1.7438348610463903e-12,	2.1180665555152818e-11,	9.587062356441564e-13,	2.2381473479994716e-11,	6.542962697241093e-13,	5.8220940453854e-09,	3.1748417959015816e-13,	4.349534157880593e-10,	1.1837730905980393e-11
3936,	0.6785979376611592,	0.013647614809302494,	30.0,	5.550990873527809e-11,	1.9413143114195013e-13,	1.744903193314667e-12,	2.0539510851031534e-11,	9.18495390209013e-13,	2.1892615482534785e-11,	6.664131833305599e-13,	5.823528724785676e-09,	3.11020345654538e-13,	4.356811926611869e-10,	1.2262202584634039e-11
3938,	0.6811781251109362,	0.013649186043644585,	30.0,	5.52630937369091e-11,	1.897563280975315e-13,	1.6485179198161816e-12,	2.098296131478979e-11,	9.64044829183387e-13,	2.1746293317846346e-11,	6.679114949382837e-13,	5.830166695723033e-09,	3.1694191452397404e-13,	4.3794799161025225e-10,	1.2166789254733053e-11
3940,	0.6791709300367165,	0.01363303011555009,	30.0,	5.514243627773456e-11,	1.901995774124137e-13,	1.86624844526838e-12,	2.0692455193015165e-11,	9.032383749667906e-13,	2.2465648817801e-11,	6.352311283926874e-13,	5.826184740906201e-09,	3.0951107589156083e-13,	4.376293184673605e-10,	1.2153132230886977e-11
